Mark Simmonds,Boston and Skegness,Con,aye
Keith Simpson,Broadland,Con,aye
Chris Skidmore,Kingswood,Con,aye
Chloe Smith,Norwich North,Con,aye
Henry Smith,Crawley,Con,aye
Julian Smith,Skipton and Ripon,Con,aye
Nicholas Soames,Mid Sussex,Con,aye
Anna Soubry,Broxtowe,Con,aye
Caroline Spelman,Meriden,Con,aye
Mark Spencer,Sherwood,Con,aye
John Stanley,Tonbridge and Malling,Con,aye
Andrew Stephenson,Pendle,Con,aye
John Stevenson,Carlisle,Con,aye
Bob Stewart,Beckenham,Con,aye
Iain Stewart,Milton Keynes South,Con,aye
Rory Stewart,Penrith and The Border,Con,aye
Gary Streeter,South West Devon,Con,aye
Mel Stride,Central Devon,Con,aye
Graham Stuart,Beverley and Holderness,Con,aye
Julian Sturdy,York Outer,Con,aye
Desmond Swayne,New Forest West,Con,aye
Robert Syms,Poole,Con,aye
Edward Timpson,Crewe and Nantwich,Con,aye
Justin Tomlinson,North Swindon,Con,aye
David Tredinnick,Bosworth,Con,aye
Elizabeth Truss,South West Norfolk,Con,aye
Andrew Tyrie,Chichester,Con,aye
Paul Uppal,Wolverhampton South West,Con,aye
Edward Vaizey,Wantage,Con,aye
Shailesh Vara,North West Cambridgeshire,Con,aye
Theresa Villiers,Chipping Barnet,Con,aye
Robin Walker,Worcester,Con,aye
Ben Wallace,Wyre and Preston North,Con,aye
Angela Watkinson,Hornchurch and Upminster,Con,aye
Mike Weatherley,Hove,Con,aye
James Wharton,Stockton South,Con,aye
Heather Wheeler,South Derbyshire,Con,aye
Chris White,Warwick and Leamington,Con,aye
Craig Whittaker,Calder Valley,Con,aye
John Whittingdale,Maldon,Con,aye
Bill Wiggin,North Herefordshire,Con,aye
Gavin Williamson,South Staffordshire,Con,aye
Rob Wilson,Reading East,Con,aye
Sarah Wollaston,Totnes,Con,aye
Jeremy Wright,Kenilworth and Southam,Con,aye
Tim Yeo,South Suffolk,Con,aye
George Young,North West Hampshire,Con,aye
Nadhim Zahawi,Stratford-on-Avon,Con,aye
Steven Baker,Wycombe,Con,no
Brian Binley,Northampton South,Con,no
Peter Bone,Wellingborough,Con,no
Andrew Bridgen,North West Leicestershire,Con,no
Douglas Carswell,Clacton,Con,no
William Cash,Stone,Con,no
Christopher Chope,Christchurch,Con,no
James Clappison,Hertsmere,Con,no
Philip Davies,Shipley,Con,no
David Davis,Haltemprice and Howden,Con,no
Richard Drax,South Dorset,Con,no
James Gray,North Wiltshire,Con,no
Gordon Henderson,Sittingbourne and Sheppey,Con,no
Philip Hollobone,Kettering,Con,no
Julian Lewis,New Forest East,Con,no
Jason McCartney,Colne Valley,Con,no
David Nuttall,Bury North,Con,no
Andrew Percy,Brigg and Goole,Con,no
Dominic Raab,Esher and Walton,Con,no
Mark Reckless,Rochester and Strood,Con,no
John Redwood,Wokingham,Con,no
Richard Shepherd,Aldridge-Brownhills,Con,no
Peter Tapsell,Louth and Horncastle,Con,no
Andrew Turner,Isle of Wight,Con,no
Martin Vickers,Cleethorpes,Con,no
Nigel Dodds,Belfast North,DUP,no
Jeffrey M Donaldson,Lagan Valley,DUP,no
Ian Paisley Jnr,North Antrim,DUP,no
Jim Shannon,Strangford,DUP,no
David Simpson,Upper Bann,DUP,no
Caroline Lucas,"Brighton, Pavilion",Green,aye
Paul Flynn,Newport West,Lab,aye
Ronnie Campbell,Blyth Valley,Lab,no
Jeremy Corbyn,Islington North,Lab,no
John Cryer,Leyton and Wanstead,Lab,no
Frank Dobson,Holborn and St Pancras,Lab,no
Roger Godsiff,"Birmingham, Hall Green",Lab,no
Kate Hoey,Vauxhall,Lab,no
Kelvin Hopkins,Luton North,Lab,no
John McDonnell,Hayes and Harlington,Lab,no
Austin Mitchell,Great Grimsby,Lab,no
Dennis Skinner,Bolsover,Lab,no
Graham Stringer,Blackley and Broughton,Lab,no
Mike Wood,Batley and Spen,Lab,no
Norman Baker,Lewes,LDem,aye
Alan Beith,Berwick-upon-Tweed,LDem,aye
Gordon Birtwistle,Burnley,LDem,aye
Tom Brake,Carshalton and Wallington,LDem,aye
Annette Brooke,Mid Dorset and North Poole,LDem,aye
Jeremy Browne,Taunton Deane,LDem,aye
Malcolm Bruce,Gordon,LDem,aye
Paul Burstow,Sutton and Cheam,LDem,aye
Lorely Burt,Solihull,LDem,aye
Menzies Campbell,North East Fife,LDem,aye
Alistair Carmichael,Orkney and Shetland,LDem,aye
Nicholas Clegg,"Sheffield, Hallam",LDem,aye
Michael Crockart,Edinburgh West,LDem,aye
Edward Davey,Kingston and Surbiton,LDem,aye
Lynne Featherstone,Hornsey and Wood Green,LDem,aye
Don Foster,Bath,LDem,aye
Stephen Gilbert,St Austell and Newquay,LDem,aye
Duncan Hames,Chippenham,LDem,aye
Mike Hancock,Portsmouth South,LDem,aye
David Heath,Somerton and Frome,LDem,aye
John Hemming,"Birmingham, Yardley",LDem,aye
Martin Horwood,Cheltenham,LDem,aye
Simon Hughes,Bermondsey and Old Southwark,LDem,aye
Mark Hunter,Cheadle,LDem,aye
Julian Huppert,Cambridge,LDem,aye
Charles Kennedy,"Ross, Skye and Lochaber",LDem,aye
Norman Lamb,North Norfolk,LDem,aye
David Laws,Yeovil,LDem,aye
Michael Moore,"Berwickshire, Roxburgh and Selkirk",LDem,aye
Greg Mulholland,Leeds North West,LDem,aye
Tessa Munt,Wells,LDem,aye
John Pugh,Southport,LDem,aye
Alan Reid,Argyll and Bute,LDem,aye
Dan Rogerson,North Cornwall,LDem,aye
Bob Russell,Colchester,LDem,aye
Adrian Sanders,Torbay,LDem,aye
Robert Smith,West Aberdeenshire and Kincardine,LDem,aye
Andrew Stunell,Hazel Grove,LDem,aye
Ian Swales,Redcar,LDem,aye
Jo Swinson,East Dunbartonshire,LDem,aye
Sarah Teather,Brent Central,LDem,aye
John Thurso,"Caithness, Sutherland and Easter Ross",LDem,aye
David Ward,Bradford East,LDem,aye
Steve Webb,Thornbury and Yate,LDem,aye
Roger Williams,Brecon and Radnorshire,LDem,aye
Stephen Williams,Bristol West,LDem,aye
Jennifer Willott,Cardiff Central,LDem,aye
Simon Wright,Norwich South,LDem,aye
Mark Durkan,Foyle,SDLP,aye
